,TEAM,WLPCT,MATCHUP,FGM,FGA,FGPCT,FG3M,FG3A,FG3PCT,FTM,FTA,FTPCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PM
0,ATL,0.4634146341463415,0.5121951219512195,43.390243902439025,92.65853658536585,0.46939024390243894,10.268292682926829,30.926829268292682,0.333609756097561,17.951219512195124,21.902439024390244,0.8195121951219511,10.487804878048781,33.5609756097561,44.048780487804876,24.024390243902438,7.048780487804878,5.0,12.804878048780488,19.195121951219512,115.0,-1.3414634146341464
0,BOS,0.7073170731707317,0.4878048780487805,42.073170731707314,88.07317073170732,0.47897560975609754,15.463414634146341,41.73170731707317,0.36921951219512206,18.878048780487806,22.853658536585368,0.830390243902439,9.24390243902439,34.75609756097561,44.0,26.70731707317073,6.512195121951219,5.414634146341464,13.560975609756097,18.951219512195124,118.48780487804878,5.878048780487805
0,BKN,0.6585365853658537,0.5365853658536586,42.853658536585364,83.95121951219512,0.5107560975609756,12.195121951219512,31.146341463414632,0.3914390243902439,16.26829268292683,20.26829268292683,0.8027804878048779,7.414634146341464,32.853658536585364,40.26829268292683,26.341463414634145,7.146341463414634,7.024390243902439,14.536585365853659,21.609756097560975,114.17073170731707,3.6097560975609757
0,CHA,0.2682926829268293,0.5365853658536586,41.68292682926829,93.4390243902439,0.44687804878048787,10.951219512195122,33.707317073170735,0.32470731707317074,17.609756097560975,23.51219512195122,0.7435365853658538,12.634146341463415,33.24390243902439,45.8780487804878,25.146341463414632,7.951219512195122,5.024390243902439,13.926829268292684,21.365853658536587,111.92682926829268,-6.219512195121951
0,CHI,0.4634146341463415,0.5121951219512195,42.63414634146341,87.21951219512195,0.48953658536585376,10.829268292682928,28.804878048780488,0.37063414634146347,18.5609756097561,22.78048780487805,0.8112195121951221,8.487804878048781,33.853658536585364,42.34146341463415,24.365853658536587,7.414634146341464,4.682926829268292,13.731707317073171,19.853658536585368,114.65853658536585,-0.6097560975609756
0,CLE,0.6341463414634146,0.4634146341463415,40.63414634146341,84.39024390243902,0.4839268292682927,11.609756097560975,31.78048780487805,0.3689512195121951,18.609756097560975,23.926829268292682,0.7842682926829269,9.731707317073171,32.951219512195124,42.68292682926829,23.658536585365855,6.560975609756097,4.097560975609756,14.341463414634147,18.902439024390244,111.48780487804878,4.926829268292683
0,DET,0.2682926829268293,0.5609756097560976,39.41463414634146,87.60975609756098,0.44978048780487795,11.707317073170731,32.97560975609756,0.35092682926829266,21.29268292682927,27.5609756097561,0.7773902439024389,11.292682926829269,31.853658536585368,43.146341463414636,22.29268292682927,6.878048780487805,3.5853658536585367,14.658536585365853,22.317073170731707,111.82926829268293,-7.073170731707317
0,IND,0.5609756097560976,0.4634146341463415,41.24390243902439,89.14634146341463,0.46387804878048805,14.365853658536585,38.829268292682926,0.3694390243902439,18.78048780487805,23.463414634146343,0.7950000000000002,9.682926829268293,32.26829268292683,41.951219512195124,26.853658536585368,7.975609756097561,5.878048780487805,15.146341463414634,21.5609756097561,115.63414634146342,0.04878048780487805
0,MIA,0.5121951219512195,0.5121951219512195,39.19512195121951,86.6829268292683,0.4524878048780487,12.365853658536585,36.36585365853659,0.33882926829268295,17.951219512195124,21.926829268292682,0.8207560975609756,9.682926829268293,30.975609756097562,40.65853658536585,23.73170731707317,8.365853658536585,3.1219512195121952,13.365853658536585,19.195121951219512,108.70731707317073,-0.24390243902439024
0,MIL,0.6585365853658537,0.4878048780487805,40.8780487804878,89.92682926829268,0.45639024390243893,13.341463414634147,38.65853658536585,0.34817073170731705,17.317073170731707,23.4390243902439,0.7415365853658535,12.365853658536585,37.1219512195122,49.48780487804878,24.536585365853657,6.463414634146342,5.317073170731708,15.536585365853659,18.536585365853657,112.41463414634147,1.4634146341463414
0,NYK,0.5365853658536586,0.4878048780487805,41.170731707317074,90.41463414634147,0.45582926829268294,11.926829268292684,35.19512195121951,0.33853658536585374,19.70731707317073,25.390243902439025,0.7724634146341465,13.048780487804878,34.146341463414636,47.19512195121951,22.926829268292682,6.634146341463414,4.170731707317073,13.414634146341463,20.829268292682926,113.97560975609755,2.707317073170732
0,ORL,0.36585365853658536,0.4634146341463415,39.90243902439025,85.09756097560975,0.470390243902439,10.75609756097561,31.317073170731707,0.3431951219512195,19.878048780487806,25.073170731707318,0.7932439024390243,10.0,33.21951219512195,43.21951219512195,22.317073170731707,6.780487804878049,4.804878048780488,15.439024390243903,20.682926829268293,110.4390243902439,-3.975609756097561
0,PHI,0.6097560975609756,0.4146341463414634,40.63414634146341,84.8048780487805,0.4803414634146342,12.682926829268293,33.53658536585366,0.3748048780487805,19.75609756097561,23.926829268292682,0.8264634146341461,8.585365853658537,32.24390243902439,40.829268292682926,25.0,8.146341463414634,4.902439024390244,14.24390243902439,20.829268292682926,113.70731707317073,3.731707317073171
0,TOR,0.43902439024390244,0.43902439024390244,40.4390243902439,90.29268292682927,0.44939024390243915,10.78048780487805,32.68292682926829,0.3300731707317073,20.024390243902438,25.146341463414632,0.7956341463414633,12.560975609756097,30.073170731707318,42.63414634146341,22.975609756097562,9.292682926829269,5.121951219512195,12.073170731707316,20.70731707317073,111.6829268292683,0.2926829268292683
0,WAS,0.4146341463414634,0.5609756097560976,41.78048780487805,86.65853658536585,0.483780487804878,10.804878048780488,31.365853658536587,0.34253658536585363,17.70731707317073,23.0,0.7700243902439023,9.268292682926829,34.53658536585366,43.80487804878049,24.951219512195124,6.878048780487805,5.414634146341464,14.195121951219512,19.414634146341463,112.07317073170732,-1.4634146341463414
