,TEAM,WLPCT,MATCHUP,FGM,FGA,FGPCT,FG3M,FG3A,FG3PCT,FTM,FTA,FTPCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PM
0,DAL,0.609756098,0.487804878,38.97560976,88.24390244,0.442121951,6.609756098,19.70731707,0.329609756,18.26829268,23.29268293,0.787878049,14.75609756,31.09756098,45.85365854,23.12195122,7.341463415,4.585365854,12.09756098,19.97560976,102.8292683,2.707317073
0,DEN,0.56097561,0.463414634,36.04878049,83.12195122,0.435365854,4.585365854,13.17073171,0.347804878,20.29268293,26.48780488,0.763,13.68292683,29.63414634,43.31707317,22,9.487804878,7.195121951,15.70731707,22,96.97560976,1.731707317
0,GSW,0.414634146,0.512195122,35.70731707,80.6097561,0.443487805,5.43902439,16.17073171,0.33097561,16.65853659,23.2195122,0.717146341,11.97560976,31.24390244,43.2195122,21.12195122,6.975609756,4.170731707,14.75609756,20.41463415,93.51219512,-1.853658537
0,HOU,0.585365854,0.536585366,32.51219512,74.87804878,0.435170732,6.341463415,17.02439024,0.372756098,15.80487805,20.95121951,0.755634146,10.90243902,32.51219512,43.41463415,18.19512195,6.707317073,5.975609756,16.41463415,21.36585366,87.17073171,3.756097561
0,LAC,0.43902439,0.390243902,34.97560976,81.95121951,0.426902439,4.43902439,13.53658537,0.336097561,21.48780488,27.70731707,0.778780488,14.7804878,30.43902439,45.2195122,20.24390244,7.097560976,4.634146341,16.26829268,22.26829268,95.87804878,-2.268292683
0,LAL,0.634146341,0.463414634,36.75609756,81.6097561,0.452,4.43902439,13.07317073,0.329414634,20.97560976,29.65853659,0.711634146,11.73170732,30.87804878,42.6097561,23.90243902,8.56097561,4.365853659,13.80487805,21.31707317,98.92682927,4.390243902
0,MEM,0.56097561,0.536585366,36.70731707,83.58536585,0.440219512,5.853658537,17.34146341,0.338414634,17.43902439,24.14634146,0.721341463,13.92682927,28.53658537,42.46341463,24.04878049,10,7.170731707,15.12195122,23.43902439,96.70731707,1.56097561
0,MIN,0.707317073,0.536585366,37.90243902,80.46341463,0.47097561,3.512195122,10.34146341,0.335853659,15.65853659,20.29268293,0.775439024,10.09756098,31.41463415,41.51219512,23.34146341,6.829268293,5.756097561,12.65853659,21.19512195,94.97560976,5.317073171
0,OKC,0.512195122,0.487804878,35.90243902,82.09756098,0.437317073,9.195121951,24.51219512,0.382268293,16.34146341,21.82926829,0.75097561,11.31707317,28.19512195,39.51219512,21.19512195,9.097560976,5.804878049,14.95121951,21.09756098,97.34146341,-0.926829268
0,PHX,0.365853659,0.487804878,36.17073171,81.92682927,0.442512195,4.780487805,14.12195122,0.33697561,16.19512195,21.17073171,0.76695122,11.02439024,28.53658537,39.56097561,20.12195122,9.317073171,5.12195122,14.95121951,23.04878049,93.31707317,-3.365853659
0,POR,0.414634146,0.463414634,35.97560976,80.36585366,0.448170732,4.243902439,12.6097561,0.332097561,14.85365854,20.73170732,0.718439024,13.48780488,28.56097561,42.04878049,21.90243902,6.756097561,4.243902439,14.3902439,19.04878049,91.04878049,-3.853658537
0,SAC,0.731707317,0.414634146,38.70731707,82.29268293,0.472682927,7.073170732,17.7804878,0.401634146,20.53658537,25.75609756,0.80097561,11.17073171,30.97560976,42.14634146,26.90243902,8.317073171,4.219512195,14.04878049,20.19512195,105.0243902,7.87804878
0,SAS,0.658536585,0.487804878,33.97560976,78.65853659,0.432804878,4.658536585,13.53658537,0.344780488,17.7804878,26.48780488,0.673219512,12.65853659,33.95121951,46.6097561,21.43902439,7.902439024,6.829268293,15.02439024,20.56097561,90.3902439,6.951219512
0,UTA,0.512195122,0.463414634,33.7804878,74.87804878,0.452292683,3.097560976,9.243902439,0.328902439,20.68292683,27.92682927,0.743878049,12.95121951,27.95121951,40.90243902,21.02439024,7.073170732,6.365853659,17.09756098,25,91.34146341,-0.243902439
