,TEAM,PLAYOFF
0,DET,1
1,IND,1
2,MIL,1
3,ORL,0
4,BOS,0
5,CHA,1
6,BKN,0
7,TOR,1
8,CLE,0
9,WAS,0
10,PHI,1
11,MIA,1
12,ATL,0
13,NYK,1
14,CHI,0
