,TEAM,PLAYOFF
0,DAL,1
1,GSW,0
2,SAC,1
3,LAL,1
4,MIN,1
5,MEM,0
6,SAS,1
7,PHX,1
8,POR,1
9,UTA,1
10,LAC,0
11,HOU,0
12,OKC,0
13,DEN,0
