,TEAM,PLAYOFF
0,PHX,1
1,SAC,1
2,DAL,1
3,DEN,1
4,OKC,1
5,LAL,0
6,GSW,0
7,MIN,0
8,SAS,1
9,LAC,0
10,HOU,1
11,MEM,1
12,UTA,0
13,POR,0
14,NOP,0
