,TEAM,PLAYOFF
0,BOS,1
1,CLE,1
2,WAS,0
3,CHA,1
4,ATL,1
5,TOR,1
6,IND,1
7,ORL,0
8,DET,1
9,CHI,0
10,MIA,1
11,MIL,0
12,BKN,0
13,NYK,0
14,PHI,0
