,TEAM,PLAYOFF
0,DEN,1
1,SAS,1
2,OKC,1
3,UTA,1
4,SAC,0
5,PHX,0
6,HOU,0
7,MIN,0
8,GSW,0
9,LAC,1
10,LAL,1
11,POR,0
12,DAL,1
13,MEM,1
14,NOP,0
