,TEAM,PLAYOFF
0,TOR,0
1,ORL,1
2,CLE,1
3,NYK,0
4,ATL,1
5,IND,0
6,BOS,1
7,MIL,1
8,PHI,0
9,CHI,1
10,MIA,1
11,WAS,0
12,CHA,1
13,DET,0
14,BKN,0
