,TEAM,PLAYOFF
0,MIL,1
1,PHI,1
2,TOR,1
3,WAS,0
4,ATL,0
5,BOS,1
6,BKN,1
7,CHA,0
8,IND,1
9,ORL,1
10,DET,1
11,MIA,0
12,CHI,0
13,NYK,0
14,CLE,0
