,TEAM,PLAYOFF
0,ORL,1
1,IND,0
2,BOS,1
3,TOR,1
4,WAS,1
5,ATL,1
6,DET,1
7,CHI,0
8,CHA,0
9,MIL,0
10,NYK,0
11,PHI,1
12,CLE,1
13,BKN,0
14,MIA,0
