,TEAM,PLAYOFF
0,MIA,1
1,TOR,1
2,ATL,1
3,DET,0
4,WAS,1
5,PHI,0
6,NYK,0
7,BKN,1
8,CLE,0
9,CHA,1
10,IND,1
11,ORL,0
12,BOS,0
13,MIL,0
14,CHI,1
