,TEAM,PLAYOFF
0,TOR,1
1,CLE,1
2,ATL,1
3,BOS,1
4,CHI,1
5,WAS,1
6,DET,0
7,BKN,1
8,MIL,1
9,IND,0
10,ORL,0
11,MIA,0
12,CHA,0
13,PHI,0
14,NYK,0
