,TEAM,PLAYOFF
0,PHX,1
1,GSW,0
2,DEN,1
3,UTA,1
4,MEM,0
5,HOU,0
6,DAL,1
7,LAL,1
8,OKC,1
9,SAS,1
10,NOP,0
11,SAC,0
12,MIN,0
13,POR,1
14,LAC,0
