,TEAM,PLAYOFF
0,GSW,1
1,LAC,1
2,DAL,1
3,OKC,0
4,HOU,1
5,SAS,1
6,POR,1
7,PHX,0
8,DEN,0
9,SAC,0
10,NOP,1
11,LAL,0
12,MEM,1
13,MIN,0
14,UTA,0
