,TEAM,PLAYOFF
0,SAC,1
1,DAL,0
2,LAL,1
3,HOU,0
4,OKC,1
5,DEN,0
6,PHX,1
7,MIN,1
8,POR,1
9,UTA,1
10,SAS,1
11,GSW,0
12,MEM,0
13,LAC,0
