,TEAM,PLAYOFF
0,GSW,1
1,NOP,0
2,LAC,1
3,POR,1
4,OKC,1
5,SAC,0
6,HOU,1
7,MIN,0
8,LAL,0
9,SAS,1
10,UTA,1
11,DEN,1
12,DAL,0
13,PHX,0
14,MEM,0
