,TEAM,PLAYOFF
0,MIL,1
1,BKN,1
2,WAS,1
3,IND,0
4,ATL,1
5,PHI,1
6,BOS,1
7,TOR,0
8,CHI,0
9,CHA,0
10,MIA,1
11,NYK,1
12,DET,0
13,ORL,0
14,CLE,0
