,TEAM,PLAYOFF
0,GSW,0
1,DEN,1
2,PHX,1
3,LAL,1
4,UTA,1
5,SAC,0
6,NOP,1
7,MEM,0
8,DAL,1
9,OKC,0
10,HOU,1
11,MIN,0
12,POR,0
13,SAS,1
14,LAC,0
