,TEAM,PLAYOFF
0,ORL,1
1,MIL,0
2,IND,1
3,BOS,1
4,BKN,1
5,CLE,0
6,DET,1
7,ATL,0
8,CHA,1
9,WAS,0
10,NYK,0
11,TOR,1
12,PHI,1
13,CHI,0
14,MIA,0
