,TEAM,PLAYOFF
0,DAL,1
1,SAC,1
2,LAL,1
3,DEN,1
4,OKC,0
5,MEM,1
6,LAC,0
7,MIN,1
8,PHX,0
9,GSW,0
10,SAS,1
11,POR,0
12,HOU,1
13,UTA,0
