,TEAM,PLAYOFF
0,UTA,1
1,POR,1
2,PHX,1
3,DEN,1
4,NOP,0
5,LAC,1
6,SAC,0
7,GSW,0
8,MEM,1
9,DAL,1
10,MIN,0
11,SAS,0
12,LAL,1
13,HOU,0
14,OKC,0
